risk_budget,method,seed,mean_coverage,ci95_coverage,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_intervention_cost,ci95_intervention_cost,mean_ece,ci95_ece,mean_utility,ci95_utility,groups
0.1,risk_calibrated_goal_belief_revision_v5,4,0.638889,0.040175,0.447917,0.041967,0.724485,0.003321,0.003472,0.006806,0.0,0.0,0.026042,0.013573,0.559028,0.038293,0.314376,0.001212,0.035096,0.001022,0.343759,0.042202,192
0.1,risk_calibrated_goal_belief_revision_v5,5,0.609375,0.041691,0.413194,0.04022,0.725331,0.003219,0.001736,0.003403,0.0,0.0,0.019097,0.010986,0.524306,0.041642,0.314098,0.001065,0.03517,0.000988,0.31656,0.04219,192
0.1,risk_calibrated_goal_belief_revision_v5,6,0.645833,0.039382,0.458333,0.041645,0.723126,0.003377,0.0,0.0,0.0,0.0,0.020833,0.011443,0.552083,0.041967,0.314673,0.001196,0.035381,0.001044,0.363115,0.043508,192
0.1,risk_calibrated_goal_belief_revision_v5,7,0.597222,0.04003,0.402778,0.041458,0.723318,0.003162,0.0,0.0,0.0,0.0,0.013889,0.009446,0.526042,0.04134,0.314629,0.001058,0.034928,0.00098,0.307832,0.042817,192
0.1,risk_calibrated_goal_belief_revision_v5,8,0.661458,0.040505,0.458333,0.041645,0.722905,0.003187,0.005208,0.005863,0.0,0.0,0.019097,0.011999,0.532986,0.0429,0.3137,0.001056,0.035076,0.00106,0.364033,0.04411,192
0.1,risk_calibrated_goal_belief_revision_v5,9,0.633681,0.04024,0.434028,0.041291,0.722753,0.0032,0.0,0.0,0.0,0.0,0.020833,0.011443,0.515625,0.041726,0.314163,0.001045,0.033925,0.001039,0.337235,0.042961,192
0.1,robust_mpc_replan,0,0.541667,0.041364,0.291667,0.036586,0.450256,0.003148,0.09375,0.025258,0.03125,0.013779,0.105903,0.023043,0.345486,0.039308,0.269546,0.001223,0.115034,0.001081,0.083741,0.038427,192
0.1,robust_mpc_replan,1,0.494792,0.042605,0.243056,0.034442,0.450209,0.003304,0.090278,0.023616,0.024306,0.012291,0.130208,0.031213,0.34375,0.039759,0.269997,0.001084,0.115294,0.001061,0.034707,0.038507,192
0.1,robust_mpc_replan,2,0.496528,0.041781,0.253472,0.035941,0.449664,0.003083,0.086806,0.023384,0.019097,0.011999,0.105903,0.025444,0.314236,0.037431,0.269378,0.000982,0.11571,0.00112,0.047182,0.039695,192
0.1,robust_mpc_replan,3,0.506944,0.041212,0.229167,0.033644,0.451698,0.003054,0.086806,0.023384,0.024306,0.012291,0.116319,0.027212,0.328125,0.038441,0.269291,0.001051,0.115473,0.001055,0.020332,0.038518,192
0.1,robust_mpc_replan,4,0.498264,0.040654,0.251736,0.0357,0.450313,0.003391,0.100694,0.024239,0.020833,0.012419,0.131944,0.026408,0.338542,0.038137,0.269754,0.00101,0.115403,0.001129,0.044599,0.040024,192
0.1,robust_mpc_replan,5,0.560764,0.042832,0.270833,0.035001,0.450584,0.003307,0.09375,0.023836,0.017361,0.011559,0.142361,0.029933,0.376736,0.040904,0.269142,0.001097,0.115407,0.001024,0.056593,0.038833,192
0.1,robust_mpc_replan,6,0.529514,0.042951,0.243056,0.035441,0.449884,0.003182,0.105903,0.024512,0.015625,0.009992,0.109375,0.024203,0.34375,0.03857,0.269479,0.001109,0.115275,0.001103,0.043487,0.037805,192
0.1,robust_mpc_replan,7,0.491319,0.041487,0.255208,0.037753,0.449771,0.003188,0.083333,0.023139,0.019097,0.010986,0.123264,0.02659,0.357639,0.041361,0.26934,0.001177,0.116163,0.001009,0.061852,0.040062,192
0.1,robust_mpc_replan,8,0.512153,0.041469,0.229167,0.035985,0.451958,0.00315,0.079861,0.02184,0.032986,0.016404,0.097222,0.024044,0.357639,0.040508,0.269683,0.001078,0.115163,0.001111,0.038888,0.039803,192
0.1,robust_mpc_replan,9,0.506944,0.043143,0.253472,0.038444,0.448346,0.003198,0.111111,0.025682,0.022569,0.011877,0.09375,0.024319,0.359375,0.03827,0.269557,0.001095,0.115597,0.001122,0.046049,0.043355,192
0.18,active_subgoal_probe_policy,0,0.751736,0.035207,0.461806,0.04199,0.532733,0.003236,0.098958,0.02462,0.046875,0.017128,0.059028,0.01868,0.432292,0.039798,0.326966,0.00099,0.113504,0.001053,0.225816,0.044426,192
0.18,active_subgoal_probe_policy,1,0.758681,0.03418,0.409722,0.038887,0.533874,0.003243,0.083333,0.024124,0.036458,0.016256,0.053819,0.018685,0.421875,0.040289,0.327438,0.00101,0.113019,0.001051,0.205844,0.042417,192
0.18,active_subgoal_probe_policy,2,0.777778,0.035236,0.451389,0.040928,0.534586,0.00326,0.079861,0.022366,0.039931,0.015351,0.055556,0.018893,0.395833,0.040547,0.327932,0.001125,0.112819,0.001086,0.23627,0.046771,192
0.18,active_subgoal_probe_policy,3,0.760417,0.03067,0.446181,0.038143,0.536355,0.003201,0.100694,0.024715,0.057292,0.019096,0.071181,0.021099,0.454861,0.038369,0.328511,0.001052,0.11317,0.001079,0.211513,0.04374,192
0.18,active_subgoal_probe_policy,4,0.748264,0.033687,0.423611,0.03767,0.534758,0.003344,0.097222,0.024523,0.045139,0.01688,0.053819,0.018051,0.40625,0.039613,0.327362,0.000981,0.113429,0.001037,0.20499,0.040251,192
0.18,active_subgoal_probe_policy,5,0.776042,0.03518,0.447917,0.040842,0.533804,0.003108,0.0625,0.020822,0.050347,0.018252,0.064236,0.019855,0.434028,0.040148,0.326566,0.001023,0.113093,0.001044,0.232086,0.045475,192
0.18,active_subgoal_probe_policy,6,0.784722,0.034778,0.411458,0.040144,0.533361,0.003207,0.083333,0.02263,0.039931,0.016091,0.074653,0.021407,0.420139,0.040508,0.327514,0.001179,0.11311,0.001141,0.184955,0.045992,192
0.18,active_subgoal_probe_policy,7,0.784722,0.031989,0.479167,0.043591,0.5352,0.003347,0.100694,0.023259,0.043403,0.016625,0.039931,0.015351,0.4375,0.042509,0.327051,0.001086,0.113807,0.001119,0.258215,0.048007,192
0.18,active_subgoal_probe_policy,8,0.769097,0.034265,0.430556,0.040319,0.535883,0.00327,0.105903,0.025444,0.039931,0.015351,0.055556,0.018267,0.463542,0.040325,0.326464,0.000973,0.112637,0.001105,0.20999,0.044175,192
0.18,active_subgoal_probe_policy,9,0.756944,0.035441,0.434028,0.040723,0.533434,0.003274,0.083333,0.023139,0.050347,0.016928,0.064236,0.01926,0.473958,0.043801,0.32733,0.001109,0.112391,0.001094,0.226169,0.044585,192
0.18,active_viewpoint_reacquisition,0,0.717014,0.036843,0.329861,0.038293,0.423877,0.0032,0.131944,0.028932,0.0625,0.019072,0.079861,0.023384,0.402778,0.039738,0.301644,0.001068,0.14538,0.001013,0.071576,0.043207,192
0.18,active_viewpoint_reacquisition,1,0.704861,0.034705,0.34375,0.037031,0.423909,0.003256,0.138889,0.02948,0.065972,0.020606,0.097222,0.026353,0.381944,0.040643,0.301329,0.001025,0.145434,0.001103,0.072139,0.045103,192
0.18,active_viewpoint_reacquisition,2,0.710069,0.040041,0.340278,0.040355,0.42251,0.003256,0.177083,0.03197,0.064236,0.020433,0.095486,0.025813,0.392361,0.04122,0.302275,0.000988,0.145756,0.00096,0.047704,0.044802,192
0.18,active_viewpoint_reacquisition,3,0.6875,0.037256,0.329861,0.039784,0.423724,0.003358,0.145833,0.029595,0.067708,0.020206,0.069444,0.021487,0.362847,0.039713,0.301936,0.001123,0.145251,0.00109,0.056891,0.043782,192
0.18,active_viewpoint_reacquisition,4,0.663194,0.04122,0.302083,0.038646,0.422399,0.003298,0.149306,0.027607,0.059028,0.021025,0.067708,0.021327,0.390625,0.040558,0.300224,0.001022,0.145142,0.001123,0.043949,0.043627,192
0.18,active_viewpoint_reacquisition,5,0.684028,0.037292,0.328125,0.038137,0.422197,0.003324,0.163194,0.031635,0.064236,0.020433,0.067708,0.020774,0.371528,0.040002,0.302313,0.001118,0.145174,0.001037,0.050887,0.044076,192
0.18,active_viewpoint_reacquisition,6,0.670139,0.038596,0.336806,0.040075,0.424193,0.003123,0.145833,0.027978,0.052083,0.02084,0.092014,0.022207,0.364583,0.040699,0.302018,0.001146,0.144974,0.001064,0.081748,0.043937,192
0.18,active_viewpoint_reacquisition,7,0.684028,0.037292,0.314236,0.037431,0.423667,0.003315,0.128472,0.027607,0.059028,0.019293,0.071181,0.02054,0.402778,0.041176,0.302081,0.001018,0.145505,0.001135,0.056728,0.041969,192
0.18,active_viewpoint_reacquisition,8,0.678819,0.038105,0.347222,0.038849,0.424173,0.003266,0.128472,0.02675,0.057292,0.018476,0.09375,0.023343,0.387153,0.036426,0.302098,0.001119,0.14507,0.001084,0.088719,0.04474,192
0.18,active_viewpoint_reacquisition,9,0.711806,0.038369,0.345486,0.037489,0.42484,0.003208,0.140625,0.029512,0.076389,0.023118,0.071181,0.02054,0.375,0.039933,0.30204,0.001016,0.145235,0.001041,0.067753,0.045236,192
0.18,conformal_goal_validity_filter,0,0.864583,0.02736,0.498264,0.041504,0.527025,0.00334,0.076389,0.023118,0.032986,0.014918,0.072917,0.021255,0.364583,0.042105,0.288435,0.001068,0.072098,0.001131,0.283013,0.046649,192
0.18,conformal_goal_validity_filter,1,0.836806,0.030511,0.46875,0.040984,0.526512,0.003265,0.064236,0.019855,0.019097,0.010986,0.071181,0.02054,0.354167,0.038182,0.288348,0.001182,0.071959,0.001127,0.276211,0.044057,192
0.18,conformal_goal_validity_filter,2,0.887153,0.0253,0.524306,0.042197,0.525955,0.003096,0.092014,0.023232,0.026042,0.012687,0.078125,0.021699,0.348958,0.040737,0.288557,0.000973,0.071319,0.001128,0.298096,0.045791,192
0.18,conformal_goal_validity_filter,3,0.84375,0.030095,0.475694,0.042472,0.526314,0.003222,0.105903,0.025897,0.022569,0.01282,0.104167,0.027133,0.319444,0.038548,0.287923,0.001051,0.071752,0.001091,0.241903,0.049185,192
0.18,conformal_goal_validity_filter,4,0.864583,0.026495,0.503472,0.040652,0.526668,0.003488,0.069444,0.020375,0.029514,0.01343,0.067708,0.019019,0.331597,0.040511,0.287838,0.001022,0.071907,0.00108,0.300957,0.042634,192
0.18,conformal_goal_validity_filter,5,0.883681,0.027212,0.512153,0.042303,0.526495,0.003199,0.100694,0.024715,0.029514,0.01427,0.076389,0.020446,0.328125,0.040505,0.289115,0.001091,0.071691,0.001041,0.283327,0.048456,192
0.18,conformal_goal_validity_filter,6,0.852431,0.030395,0.473958,0.042176,0.525969,0.003297,0.100694,0.027395,0.015625,0.009992,0.069444,0.021487,0.357639,0.039342,0.289037,0.000974,0.071731,0.001077,0.264286,0.049407,192
0.18,conformal_goal_validity_filter,7,0.821181,0.033383,0.467014,0.042354,0.525852,0.00309,0.074653,0.021944,0.026042,0.012687,0.0625,0.019673,0.319444,0.036692,0.288182,0.001154,0.072032,0.001041,0.272236,0.047753,192
0.18,conformal_goal_validity_filter,8,0.855903,0.030728,0.477431,0.041099,0.526547,0.003376,0.074653,0.020856,0.032986,0.015679,0.078125,0.022747,0.359375,0.037964,0.288256,0.001142,0.071485,0.001029,0.265629,0.047052,192
0.18,conformal_goal_validity_filter,9,0.842014,0.029322,0.465278,0.038586,0.526016,0.003227,0.102431,0.025272,0.022569,0.011877,0.072917,0.021255,0.331597,0.040511,0.286825,0.000952,0.072125,0.001028,0.239833,0.045435,192
0.18,failure_aware_manipulation_policy,0,0.744792,0.035529,0.402778,0.041176,0.481758,0.00326,0.102431,0.025728,0.053819,0.020469,0.067708,0.020774,0.310764,0.038009,0.286113,0.001107,0.120047,0.001125,0.160713,0.048514,192
0.18,failure_aware_manipulation_policy,1,0.746528,0.036583,0.397569,0.03888,0.481782,0.003364,0.085069,0.02171,0.039931,0.016799,0.072917,0.021795,0.378472,0.038671,0.287233,0.001041,0.119817,0.001086,0.171558,0.044696,192
0.18,failure_aware_manipulation_policy,2,0.756944,0.036413,0.430556,0.042566,0.482678,0.003121,0.09375,0.025258,0.038194,0.015057,0.083333,0.02211,0.366319,0.038162,0.286454,0.001107,0.119598,0.001065,0.194673,0.046322,192
0.18,failure_aware_manipulation_policy,3,0.753472,0.034621,0.394097,0.043773,0.482399,0.003441,0.100694,0.025182,0.036458,0.016256,0.059028,0.019887,0.362847,0.040005,0.287226,0.001089,0.120272,0.001043,0.177688,0.046653,192
0.18,failure_aware_manipulation_policy,4,0.762153,0.034328,0.425347,0.041276,0.482081,0.003138,0.076389,0.023118,0.046875,0.016434,0.081597,0.023012,0.348958,0.036519,0.287336,0.001016,0.120341,0.001042,0.203595,0.046281,192
0.18,failure_aware_manipulation_policy,5,0.730903,0.038276,0.434028,0.042677,0.482101,0.00332,0.088542,0.023001,0.032986,0.014918,0.067708,0.020206,0.376736,0.040618,0.287072,0.001055,0.119685,0.001117,0.229631,0.045785,192
0.18,failure_aware_manipulation_policy,6,0.758681,0.033142,0.392361,0.039784,0.482082,0.003188,0.100694,0.023754,0.039931,0.016091,0.079861,0.0213,0.376736,0.037333,0.286552,0.001084,0.120724,0.001058,0.163466,0.043959,192
0.18,failure_aware_manipulation_policy,7,0.710069,0.03475,0.355903,0.038617,0.481121,0.003318,0.098958,0.02688,0.043403,0.015909,0.085069,0.023758,0.364583,0.041549,0.286762,0.00105,0.120001,0.001036,0.12208,0.042326,192
0.18,failure_aware_manipulation_policy,8,0.751736,0.036506,0.387153,0.037059,0.481753,0.003311,0.085069,0.02224,0.039931,0.016799,0.078125,0.022229,0.350694,0.038821,0.286154,0.001125,0.120413,0.001091,0.162118,0.042134,192
0.18,failure_aware_manipulation_policy,9,0.755208,0.034701,0.4375,0.039382,0.481286,0.003236,0.078125,0.021156,0.027778,0.013928,0.095486,0.024423,0.34375,0.038871,0.287342,0.001044,0.120562,0.001025,0.219805,0.041623,192
0.18,goal_retargeting_heuristic,0,0.727431,0.037779,0.375,0.039933,0.396676,0.00322,0.100694,0.02564,0.038194,0.017884,0.100694,0.023754,0.262153,0.037099,0.277709,0.001072,0.13853,0.001017,0.140831,0.045909,192
0.18,goal_retargeting_heuristic,1,0.711806,0.038971,0.366319,0.037856,0.395761,0.003142,0.097222,0.023555,0.064236,0.019855,0.112847,0.025756,0.272569,0.037779,0.2781,0.000855,0.138721,0.001104,0.105189,0.04114,192
0.18,goal_retargeting_heuristic,2,0.685764,0.039252,0.319444,0.038849,0.396148,0.003443,0.104167,0.023451,0.043403,0.01797,0.085069,0.023263,0.291667,0.038448,0.27762,0.001109,0.138058,0.001092,0.075109,0.044366,192
0.18,goal_retargeting_heuristic,3,0.710069,0.038257,0.380208,0.041952,0.395051,0.003201,0.085069,0.021167,0.045139,0.01688,0.100694,0.024715,0.288194,0.037448,0.278415,0.001027,0.138673,0.001019,0.149486,0.047516,192
0.18,goal_retargeting_heuristic,4,0.710069,0.03475,0.361111,0.036213,0.39523,0.003161,0.100694,0.023754,0.067708,0.020206,0.112847,0.0253,0.296875,0.039004,0.277668,0.001139,0.139201,0.001094,0.103633,0.040892,192
0.18,goal_retargeting_heuristic,5,0.722222,0.038093,0.329861,0.040364,0.395967,0.003103,0.119792,0.027337,0.071181,0.021643,0.097222,0.026353,0.270833,0.038182,0.277624,0.000992,0.137874,0.001011,0.051541,0.042011,192
0.18,goal_retargeting_heuristic,6,0.696181,0.038219,0.355903,0.038617,0.393617,0.003195,0.104167,0.024424,0.050347,0.016928,0.111111,0.026131,0.286458,0.038175,0.278898,0.001006,0.138509,0.001078,0.110131,0.042271,192
0.18,goal_retargeting_heuristic,7,0.701389,0.036732,0.336806,0.040937,0.396871,0.003473,0.105903,0.026781,0.067708,0.022392,0.092014,0.023232,0.274306,0.036102,0.277176,0.001067,0.138842,0.001072,0.082689,0.047838,192
0.18,goal_retargeting_heuristic,8,0.725694,0.034113,0.350694,0.04058,0.396061,0.003446,0.095486,0.024423,0.050347,0.016928,0.092014,0.022207,0.256944,0.03736,0.277873,0.001141,0.13845,0.001082,0.099261,0.045361,192
0.18,goal_retargeting_heuristic,9,0.720486,0.038898,0.333333,0.038296,0.394452,0.003229,0.104167,0.025359,0.055556,0.018893,0.109375,0.024679,0.322917,0.039169,0.277004,0.001119,0.138515,0.001034,0.077349,0.041794,192
0.18,learned_goal_state_classifier,0,0.774306,0.035779,0.463542,0.041743,0.548268,0.00322,0.090278,0.025512,0.038194,0.015812,0.095486,0.024423,0.361111,0.038397,0.277175,0.001012,0.102108,0.00102,0.235783,0.047656,192
0.18,learned_goal_state_classifier,1,0.810764,0.030347,0.449653,0.038541,0.547613,0.002986,0.076389,0.022088,0.041667,0.017058,0.076389,0.022609,0.381944,0.041493,0.277319,0.000999,0.102327,0.00107,0.227009,0.045811,192
0.18,learned_goal_state_classifier,2,0.753472,0.033942,0.432292,0.040951,0.54705,0.003189,0.088542,0.021966,0.032986,0.014918,0.057292,0.019096,0.314236,0.038352,0.277666,0.001113,0.102622,0.001014,0.223855,0.044036,192
0.18,learned_goal_state_classifier,3,0.753472,0.036583,0.383681,0.038692,0.546452,0.003465,0.057292,0.019696,0.036458,0.014755,0.060764,0.020646,0.392361,0.03737,0.277824,0.001079,0.102343,0.001145,0.194505,0.043281,192
0.18,learned_goal_state_classifier,4,0.765625,0.031653,0.435764,0.039621,0.547351,0.003297,0.079861,0.022366,0.034722,0.015972,0.065972,0.021706,0.366319,0.038767,0.277721,0.001036,0.102336,0.00111,0.234973,0.043744,192
0.18,learned_goal_state_classifier,5,0.777778,0.032842,0.456597,0.04244,0.54659,0.003496,0.074653,0.022468,0.022569,0.011877,0.086806,0.024832,0.397569,0.042044,0.277771,0.000975,0.102644,0.001103,0.25505,0.046378,192
0.18,learned_goal_state_classifier,6,0.769097,0.03323,0.473958,0.04134,0.547754,0.003296,0.100694,0.025182,0.032986,0.014116,0.071181,0.02054,0.383681,0.041311,0.277032,0.001034,0.102262,0.001045,0.25844,0.044005,192
0.18,learned_goal_state_classifier,7,0.769097,0.035269,0.434028,0.041851,0.548868,0.003217,0.078125,0.020598,0.029514,0.01343,0.078125,0.020025,0.385417,0.041126,0.277725,0.001028,0.102246,0.001065,0.228278,0.044921,192
0.18,learned_goal_state_classifier,8,0.776042,0.035835,0.4375,0.042235,0.547063,0.003209,0.081597,0.023012,0.034722,0.015226,0.053819,0.018685,0.322917,0.036397,0.278913,0.00104,0.102143,0.001062,0.244824,0.045485,192
0.18,learned_goal_state_classifier,9,0.770833,0.033989,0.418403,0.04015,0.546661,0.003194,0.085069,0.022757,0.026042,0.012687,0.064236,0.01926,0.376736,0.037952,0.27784,0.001046,0.102238,0.001068,0.221847,0.04747,192
0.18,oracle_goal_state_supervisor,0,1.0,0.0,0.871528,0.028025,0.787761,0.003304,0.0,0.0,0.0,0.0,0.0,0.0,0.576389,0.040928,0.35579,0.00111,0.017892,0.001082,0.804088,0.028408,192
0.18,oracle_goal_state_supervisor,1,1.0,0.0,0.883681,0.028055,0.786025,0.003091,0.0,0.0,0.0,0.0,0.0,0.0,0.588542,0.03956,0.357028,0.000997,0.017619,0.001074,0.81561,0.028243,192
0.18,oracle_goal_state_supervisor,2,1.0,0.0,0.875,0.026206,0.787915,0.003283,0.0,0.0,0.0,0.0,0.0,0.0,0.592014,0.041696,0.355349,0.00108,0.017612,0.001041,0.806459,0.026491,192
0.18,oracle_goal_state_supervisor,3,1.0,0.0,0.847222,0.026791,0.788691,0.0032,0.001736,0.003403,0.0,0.0,0.0,0.0,0.592014,0.042798,0.356692,0.000982,0.017799,0.001096,0.778138,0.027331,192
0.18,oracle_goal_state_supervisor,4,1.0,0.0,0.887153,0.026645,0.787143,0.003212,0.001736,0.003403,0.0,0.0,0.0,0.0,0.609375,0.037579,0.355915,0.001051,0.01778,0.001075,0.819175,0.026476,192
0.18,oracle_goal_state_supervisor,5,1.0,0.0,0.887153,0.026204,0.787555,0.003403,0.0,0.0,0.001736,0.003403,0.0,0.0,0.595486,0.039233,0.355903,0.001072,0.017754,0.001058,0.818746,0.026931,192
0.18,oracle_goal_state_supervisor,6,1.0,0.0,0.871528,0.026312,0.788026,0.003119,0.0,0.0,0.0,0.0,0.0,0.0,0.545139,0.040436,0.356392,0.00095,0.017254,0.001041,0.80084,0.026709,192
0.18,oracle_goal_state_supervisor,7,1.0,0.0,0.862847,0.027399,0.78759,0.002984,0.0,0.0,0.0,0.0,0.0,0.0,0.569444,0.042566,0.355576,0.001071,0.018079,0.001104,0.79448,0.028095,192
0.18,oracle_goal_state_supervisor,8,1.0,0.0,0.868056,0.027699,0.790354,0.003215,0.0,0.0,0.0,0.0,0.0,0.0,0.585069,0.038823,0.355527,0.001102,0.017707,0.001038,0.801316,0.027863,192
0.18,oracle_goal_state_supervisor,9,1.0,0.0,0.848958,0.029265,0.787773,0.003526,0.0,0.0,0.0,0.0,0.0,0.0,0.564236,0.040204,0.354659,0.001008,0.017551,0.001079,0.779444,0.029489,192
0.18,pomdp_belief_planner,0,0.737847,0.03347,0.383681,0.038086,0.485935,0.003284,0.130208,0.028484,0.046875,0.017128,0.083333,0.024124,0.368056,0.038283,0.285511,0.001173,0.124525,0.001054,0.129339,0.046012,192
0.18,pomdp_belief_planner,1,0.722222,0.036213,0.395833,0.041117,0.486308,0.003138,0.114583,0.026714,0.043403,0.016625,0.098958,0.023656,0.368056,0.038283,0.284683,0.00108,0.123517,0.001084,0.14345,0.046023,192
0.18,pomdp_belief_planner,2,0.737847,0.035166,0.404514,0.040114,0.485848,0.003296,0.100694,0.023754,0.052083,0.018471,0.088542,0.023992,0.350694,0.037603,0.285313,0.001162,0.123376,0.001033,0.162491,0.045293,192
0.18,pomdp_belief_planner,3,0.734375,0.036599,0.388889,0.040175,0.48642,0.003264,0.121528,0.026967,0.045139,0.01688,0.111111,0.026131,0.355903,0.040095,0.285178,0.00114,0.124083,0.001151,0.133352,0.0454,192
0.18,pomdp_belief_planner,4,0.746528,0.033597,0.407986,0.041696,0.486137,0.003481,0.125,0.025758,0.055556,0.018267,0.088542,0.022489,0.331597,0.039639,0.284956,0.00099,0.123779,0.001073,0.141811,0.046834,192
0.18,pomdp_belief_planner,5,0.744792,0.037131,0.388889,0.041877,0.486723,0.003113,0.116319,0.028466,0.048611,0.018661,0.090278,0.023118,0.338542,0.038742,0.284898,0.001052,0.123872,0.001093,0.142245,0.045726,192
0.18,pomdp_belief_planner,6,0.736111,0.03507,0.378472,0.037135,0.48618,0.003428,0.119792,0.027337,0.046875,0.017128,0.09375,0.025258,0.381944,0.038586,0.284965,0.001062,0.123711,0.001089,0.12637,0.041246,192
0.18,pomdp_belief_planner,7,0.743056,0.036732,0.409722,0.038586,0.487641,0.003205,0.111111,0.026573,0.048611,0.016685,0.090278,0.025051,0.376736,0.037644,0.285231,0.001182,0.123441,0.00105,0.161899,0.04616,192
0.18,pomdp_belief_planner,8,0.736111,0.0344,0.399306,0.042128,0.487657,0.003193,0.114583,0.026275,0.064236,0.01926,0.086806,0.024359,0.350694,0.037911,0.28379,0.00103,0.124395,0.001063,0.147979,0.047023,192
0.18,pomdp_belief_planner,9,0.763889,0.03406,0.385417,0.040842,0.486974,0.003078,0.147569,0.028822,0.043403,0.015909,0.088542,0.023001,0.305556,0.039884,0.285469,0.001023,0.123955,0.000988,0.112406,0.045447,192
0.18,proposed_disappearing_goal_belief_revision_v4,0,0.824653,0.03049,0.538194,0.03971,0.637573,0.003259,0.046875,0.017128,0.008681,0.007529,0.032986,0.014918,0.465278,0.041493,0.314987,0.001044,0.082612,0.00104,0.386869,0.042669,192
0.18,proposed_disappearing_goal_belief_revision_v4,1,0.800347,0.033794,0.536458,0.041463,0.637305,0.003286,0.041667,0.016362,0.024306,0.012291,0.043403,0.016625,0.442708,0.040126,0.314225,0.001046,0.082709,0.001124,0.373418,0.044162,192
0.18,proposed_disappearing_goal_belief_revision_v4,2,0.815972,0.033337,0.567708,0.041516,0.639129,0.003114,0.045139,0.018207,0.003472,0.0048,0.039931,0.015351,0.472222,0.039296,0.313787,0.001023,0.082198,0.001158,0.425844,0.04539,192
0.18,proposed_disappearing_goal_belief_revision_v4,3,0.831597,0.028948,0.555556,0.038699,0.637481,0.003245,0.041667,0.016362,0.022569,0.011877,0.024306,0.012291,0.479167,0.041958,0.313881,0.00108,0.082715,0.001021,0.410589,0.043115,192
0.18,proposed_disappearing_goal_belief_revision_v4,4,0.803819,0.032455,0.546875,0.040684,0.638787,0.003282,0.036458,0.015523,0.019097,0.010986,0.043403,0.016625,0.503472,0.040937,0.313959,0.001093,0.082478,0.001094,0.398636,0.045315,192
0.18,proposed_disappearing_goal_belief_revision_v4,5,0.814236,0.031151,0.543403,0.04244,0.638044,0.003265,0.065972,0.018835,0.017361,0.011559,0.027778,0.013928,0.458333,0.040511,0.314628,0.001162,0.082573,0.001032,0.379974,0.044773,192
0.18,proposed_disappearing_goal_belief_revision_v4,6,0.828125,0.029733,0.564236,0.038428,0.636712,0.003357,0.045139,0.01688,0.026042,0.013573,0.03125,0.013779,0.465278,0.044733,0.314933,0.000962,0.08276,0.001024,0.408757,0.042791,192
0.18,proposed_disappearing_goal_belief_revision_v4,7,0.836806,0.03272,0.53125,0.042381,0.636534,0.003439,0.060764,0.020646,0.012153,0.00886,0.038194,0.015057,0.456597,0.041888,0.314439,0.001056,0.08232,0.001146,0.371402,0.045494,192
0.18,proposed_disappearing_goal_belief_revision_v4,8,0.779514,0.034624,0.524306,0.04192,0.63872,0.003011,0.045139,0.017556,0.024306,0.012291,0.036458,0.015523,0.465278,0.038283,0.314532,0.001032,0.082091,0.00108,0.368438,0.042777,192
0.18,proposed_disappearing_goal_belief_revision_v4,9,0.800347,0.032745,0.541667,0.039345,0.638185,0.003323,0.045139,0.018207,0.010417,0.008225,0.029514,0.01427,0.463542,0.043115,0.314523,0.001057,0.082351,0.001122,0.397746,0.040788,192
0.18,risk_budgeted_goal_recovery,0,0.847222,0.027646,0.53125,0.038946,0.532675,0.003186,0.083333,0.02263,0.020833,0.011443,0.050347,0.016928,0.397569,0.040636,0.313342,0.001045,0.082241,0.001015,0.332766,0.043943,192
0.18,risk_budgeted_goal_recovery,1,0.866319,0.028973,0.503472,0.040364,0.533322,0.003175,0.069444,0.020375,0.026042,0.012687,0.081597,0.0225,0.397569,0.039178,0.312833,0.001065,0.082038,0.001082,0.294876,0.044095,192
0.18,risk_budgeted_goal_recovery,2,0.850694,0.028438,0.519097,0.037894,0.531619,0.003444,0.072917,0.0207,0.013889,0.009446,0.053819,0.018051,0.404514,0.041539,0.313511,0.001057,0.082606,0.001037,0.333692,0.041531,192
0.18,risk_budgeted_goal_recovery,3,0.850694,0.031543,0.515625,0.04088,0.533726,0.003262,0.072917,0.021795,0.008681,0.007529,0.0625,0.020256,0.409722,0.04205,0.313427,0.000956,0.083114,0.000992,0.330347,0.043319,192
0.18,risk_budgeted_goal_recovery,4,0.831597,0.029741,0.473958,0.039908,0.533651,0.003317,0.060764,0.018879,0.019097,0.011999,0.055556,0.018893,0.392361,0.034789,0.313121,0.00104,0.082328,0.001039,0.28658,0.043793,192
0.18,risk_budgeted_goal_recovery,5,0.857639,0.029542,0.5,0.039197,0.533555,0.003395,0.083333,0.025071,0.015625,0.009992,0.074653,0.019708,0.366319,0.039658,0.312423,0.001059,0.082416,0.001141,0.29133,0.045129,192
0.18,risk_budgeted_goal_recovery,6,0.859375,0.026167,0.506944,0.040928,0.532532,0.003267,0.072917,0.0207,0.019097,0.010986,0.064236,0.020995,0.435764,0.041627,0.313502,0.001046,0.082658,0.001053,0.306015,0.043878,192
